total_area,no_of_bed_room,no_of_bath_room,city,tiles,rent_tk,balcony
1065.03,1,1,feni city,yes,13152.65,1
1301.49,2,2,lakshmipur city,yes,25312.73,1
865.65,1,1,lakshmipur city,yes,15930.09,1
849.96,1,1,feni city,yes,15014.69,0
822.17,2,2,feni city,yes,14717.84,2
1019.92,2,2,feni city,yes,17487.81,0
1179.98,2,2,noakhali city,yes,27071.09,1
1269.22,4,4,feni city,yes,30000.0,4
1350.92,3,1,noakhali city,yes,28702.23,0
1016.8,2,2,lakshmipur city,no,16173.26,0
1224.61,4,3,noakhali city,yes,30000.0,3
908.36,2,2,feni city,yes,19370.39,0
1773.6,5,3,lakshmipur city,no,30000.0,3
1307.56,5,3,feni city,no,30000.0,2
1052.73,3,1,lakshmipur city,no,21481.16,1
1013.31,3,2,lakshmipur city,no,20886.78,0
828.42,1,1,feni city,yes,14272.72,1
1092.57,2,2,feni city,no,18485.38,1
1401.46,5,2,raipur city,yes,25009.21,5
1430.5,4,4,feni city,yes,26509.0,0
710.08,1,1,lakshmipur city,yes,13931.63,0
1050.62,2,2,feni city,no,21320.15,1
950.54,2,2,feni city,no,22080.81,2
1187.0,2,2,lakshmipur city,yes,21654.85,1
1148.17,2,2,lakshmipur city,yes,22775.82,2
1301.07,4,4,feni city,no,29186.06,2
1030.9,2,1,lakshmipur city,yes,21524.38,2
1470.95,4,3,noakhali city,yes,30000.0,2
1210.56,4,2,lakshmipur city,no,28729.72,3
1105.81,2,2,noakhali city,yes,27793.42,2
1041.98,3,2,feni city,yes,16967.78,0
790.95,2,1,lakshmipur city,yes,17163.59,2
1154.39,3,1,feni city,yes,17931.02,1
1219.47,3,2,noakhali city,yes,29366.07,1
1031.55,2,2,lakshmipur city,no,25386.85,2
913.21,2,2,lakshmipur city,yes,21131.7,0
1047.4,3,3,feni city,yes,22570.46,2
1209.62,3,3,lakshmipur city,yes,23232.12,1
1135.69,3,3,lakshmipur city,no,25489.26,0
643.03,2,1,feni city,yes,16599.61,2
1269.87,3,1,noakhali city,yes,30000.0,3
1305.86,3,3,noakhali city,yes,30000.0,1
890.48,1,1,feni city,yes,13391.37,0
1198.09,3,3,raipur city,no,23961.29,3
1223.61,3,2,raipur city,no,22067.09,2
1281.69,3,2,noakhali city,no,30000.0,2
1294.81,3,1,raipur city,yes,20338.63,0
980.12,2,1,raipur city,yes,13359.91,1
689.2,2,2,raipur city,yes,11505.84,0
1063.26,2,2,feni city,no,16435.81,2
1112.69,2,2,feni city,yes,20002.35,0
1081.4,3,1,raipur city,yes,17790.98,1
965.6,2,1,noakhali city,yes,21295.32,0
867.09,2,1,feni city,yes,16107.11,2
1226.41,3,1,raipur city,yes,19645.98,1
1151.44,3,3,raipur city,yes,24232.53,3
729.63,1,1,raipur city,yes,11471.63,1
1542.62,5,1,lakshmipur city,yes,30000.0,3
1268.23,3,1,raipur city,yes,19477.42,0
1162.11,3,3,raipur city,yes,26017.08,3
1201.45,3,1,lakshmipur city,yes,25722.25,1
931.4,2,2,noakhali city,no,18768.69,2
1029.69,2,2,feni city,no,21918.36,1
985.03,2,1,noakhali city,yes,22245.91,0
1426.84,4,3,noakhali city,yes,30000.0,3
1132.72,2,2,lakshmipur city,no,17960.99,0
1150.13,3,3,feni city,yes,20481.01,0
1182.09,3,1,feni city,yes,19811.37,1
1484.8,4,4,lakshmipur city,no,30000.0,2
1084.66,3,1,noakhali city,yes,28235.78,1
1195.0,3,1,lakshmipur city,yes,23539.59,1
1135.3,2,2,feni city,yes,16784.13,0
1616.04,5,3,feni city,yes,30000.0,2
1292.53,3,2,noakhali city,yes,30000.0,1
1166.66,3,1,noakhali city,yes,27132.91,2
1384.48,4,3,raipur city,yes,26856.98,4
992.55,2,1,lakshmipur city,no,20812.13,1
1327.06,4,1,feni city,yes,26595.39,1
872.99,2,1,lakshmipur city,no,13893.12,1
1265.41,4,1,raipur city,no,18439.4,2
980.59,3,3,feni city,no,21280.03,3
1058.5,2,2,lakshmipur city,yes,21279.6,1
881.85,1,1,lakshmipur city,yes,16333.08,0
1456.84,5,1,noakhali city,no,30000.0,3
1010.14,2,2,feni city,yes,17712.42,1
1067.87,3,3,raipur city,yes,19865.32,1
1073.33,3,2,raipur city,yes,21514.14,2
1267.78,3,3,raipur city,yes,26298.39,2
1065.46,1,1,lakshmipur city,yes,16381.22,0
1041.68,3,3,lakshmipur city,no,25403.74,2
1736.98,4,1,raipur city,no,29676.25,3
1070.6,3,2,noakhali city,no,20512.29,1
1443.73,4,3,lakshmipur city,yes,30000.0,3
1049.57,2,1,noakhali city,yes,18351.18,2
1191.86,2,2,noakhali city,yes,19537.39,0
1131.21,2,1,feni city,yes,21505.99,1
740.53,2,2,feni city,yes,16887.2,0
1440.35,3,2,lakshmipur city,yes,27113.09,2
1535.29,4,4,noakhali city,yes,30000.0,2
1410.12,3,3,raipur city,yes,28881.78,2
1202.14,3,3,lakshmipur city,yes,23490.23,1
936.86,2,1,feni city,yes,21234.09,2
1191.24,2,1,lakshmipur city,no,21426.57,1
982.35,2,2,feni city,yes,15548.96,1
1087.23,2,2,noakhali city,no,20277.26,1
1469.6,4,1,lakshmipur city,yes,25699.37,0
1347.61,2,1,lakshmipur city,yes,21373.68,1
1707.56,4,1,noakhali city,no,30000.0,1
678.39,1,1,raipur city,no,9208.6,0
1345.07,4,2,raipur city,yes,20280.94,1
1238.99,4,4,feni city,yes,30000.0,4
1410.2,4,3,feni city,yes,30000.0,3
1464.85,4,4,feni city,no,30000.0,0
1445.48,3,1,feni city,yes,29508.36,3
1540.69,5,4,raipur city,yes,30000.0,0
933.85,2,2,raipur city,yes,18598.2,1
915.23,2,2,lakshmipur city,yes,21948.44,0
932.84,2,1,raipur city,no,13662.21,0
896.2,2,1,lakshmipur city,yes,15076.09,1
1117.85,3,1,noakhali city,no,20347.54,2
1364.13,2,2,feni city,no,22141.11,2
1121.58,3,2,lakshmipur city,yes,22143.78,1
985.94,3,2,raipur city,yes,17601.73,3
1225.1,3,1,lakshmipur city,yes,24803.56,0
1042.09,2,1,feni city,no,15212.55,1
1259.69,3,2,noakhali city,yes,27385.98,1
1079.12,2,2,feni city,yes,18657.77,1
884.07,3,1,noakhali city,yes,24508.27,1
1307.56,3,3,lakshmipur city,yes,28982.82,0
885.32,2,2,raipur city,yes,13508.86,0
900.12,2,2,feni city,yes,15590.99,0
1279.59,3,2,noakhali city,no,30000.0,2
1486.48,5,1,raipur city,yes,21292.69,0
1539.0,5,3,noakhali city,yes,30000.0,2
1096.52,3,1,raipur city,yes,15236.83,1
1048.17,2,2,lakshmipur city,yes,23526.19,0
862.02,1,1,lakshmipur city,yes,13472.71,0
843.96,1,1,raipur city,yes,10768.06,0
1168.88,3,3,noakhali city,no,30000.0,0
1142.03,2,1,feni city,no,14793.59,0
1218.17,3,3,feni city,no,23587.83,1
1143.97,2,2,raipur city,no,16636.13,0
1197.57,3,3,noakhali city,yes,30000.0,3
1271.45,3,1,lakshmipur city,yes,23185.72,3
893.37,2,1,feni city,yes,13476.08,0
1371.62,4,1,raipur city,yes,18574.33,0
962.48,2,1,feni city,yes,15942.85,2
1396.88,4,2,lakshmipur city,no,29191.93,2
723.8,1,1,lakshmipur city,no,11126.79,1
1396.97,5,3,feni city,yes,30000.0,5
538.28,1,1,feni city,yes,10841.38,0
908.06,1,1,lakshmipur city,yes,12088.93,0
1108.1,3,1,noakhali city,yes,29300.12,1
1472.99,3,3,raipur city,yes,24200.22,2
1003.35,2,2,feni city,yes,21646.33,2
1229.24,3,2,raipur city,no,21327.68,3
796.56,1,1,noakhali city,yes,16925.1,0
1402.02,4,1,lakshmipur city,yes,22513.0,1
1633.74,4,4,lakshmipur city,no,30000.0,4
,1,1,feni city,yes,12572.28,1
1548.71,3,1,raipur city,no,19334.16,2
1524.17,4,4,raipur city,yes,30000.0,0
937.53,2,2,noakhali city,yes,22863.87,1
944.24,2,1,feni city,yes,17065.79,0
1005.34,2,1,raipur city,no,14326.98,2
1104.81,4,2,raipur city,yes,21242.04,0
878.6,3,2,feni city,yes,23749.72,2
1403.57,3,1,raipur city,yes,17445.58,1
797.83,1,1,feni city,no,11682.18,1
1502.24,4,3,noakhali city,no,28330.4,1
1015.3,2,2,raipur city,yes,19664.14,2
1539.41,5,2,feni city,yes,30000.0,2
1206.27,3,2,feni city,no,25811.51,3
1238.79,4,4,raipur city,yes,29118.84,1
821.06,2,2,raipur city,no,17218.2,2
1461.58,4,4,feni city,yes,28998.42,2
969.48,2,1,raipur city,no,14246.16,1
721.52,1,1,feni city,yes,14250.07,1
927.09,2,2,lakshmipur city,no,15276.22,1
1210.05,3,3,feni city,no,25985.62,0
1142.22,3,2,feni city,no,25177.11,3
701.88,2,1,feni city,yes,17703.96,2
1257.81,3,3,raipur city,yes,25090.97,0
885.16,2,2,lakshmipur city,no,17724.37,0
1791.66,5,3,noakhali city,no,30000.0,0
1143.28,3,1,feni city,yes,25039.99,3
839.9,2,2,raipur city,yes,15803.92,1
1023.92,3,1,feni city,yes,18370.97,2
480.33,1,1,raipur city,yes,9060.75,0
872.37,1,1,feni city,no,14943.24,1
881.92,2,1,raipur city,yes,17500.12,1
946.57,2,2,lakshmipur city,no,21995.59,2
752.5,2,2,feni city,no,16658.11,0
1244.21,2,1,raipur city,yes,19076.74,2
1384.98,3,3,noakhali city,yes,28754.58,2
1703.52,5,3,noakhali city,no,30000.0,5
1511.85,3,3,lakshmipur city,no,25468.96,2
869.37,2,1,raipur city,yes,14312.31,0
944.04,3,2,noakhali city,no,22381.94,1
1678.09,4,2,lakshmipur city,no,26878.01,1
819.5,2,2,feni city,yes,19983.1,2
1041.68,3,1,feni city,yes,15278.53,0
1257.41,2,2,raipur city,no,16291.14,0
1186.55,3,3,lakshmipur city,yes,27898.43,0
728.94,2,2,raipur city,no,11847.0,0
1212.86,3,2,noakhali city,yes,30000.0,3
1015.44,2,1,raipur city,yes,17939.79,0
1178.34,4,2,feni city,no,27866.07,1
527.96,1,1,feni city,yes,12365.36,1
728.43,1,1,lakshmipur city,yes,11415.97,1
1389.62,4,3,raipur city,yes,24882.89,4
1143.18,3,2,raipur city,yes,20698.55,1
1061.34,2,1,noakhali city,yes,18896.56,1
1334.4,3,1,feni city,no,20797.33,1
1001.26,2,1,lakshmipur city,no,19526.56,2
914.71,1,1,noakhali city,yes,14611.74,0
1023.79,2,1,noakhali city,yes,18988.71,1
1047.65,3,3,lakshmipur city,no,26499.67,2
1438.32,5,1,raipur city,yes,30000.0,5
1122.4,3,2,feni city,yes,28709.68,3
747.6,2,2,feni city,yes,17375.49,1
905.73,2,2,feni city,yes,14748.31,1
1380.44,4,3,lakshmipur city,no,26709.6,2
1406.92,4,4,raipur city,yes,30000.0,4
1040.24,2,1,feni city,yes,15893.15,0
886.87,1,1,raipur city,no,11347.86,0
1153.39,3,3,noakhali city,yes,30000.0,2
1360.91,4,2,lakshmipur city,yes,28825.32,0
936.88,2,2,noakhali city,yes,20713.76,0
1213.04,2,1,raipur city,no,16093.19,0
1236.24,3,1,feni city,yes,19752.95,0
1353.56,4,4,raipur city,no,30000.0,4
1552.02,5,4,raipur city,yes,30000.0,3
772.43,1,1,feni city,yes,10004.89,0
1196.43,3,2,raipur city,yes,21122.64,0
893.3,1,1,feni city,no,11001.82,1
611.75,1,1,feni city,yes,9442.45,1
1194.47,3,1,feni city,yes,18639.6,0
1438.84,3,2,lakshmipur city,no,23335.47,1
1049.02,2,2,noakhali city,yes,22127.49,2
1390.27,3,1,raipur city,yes,23032.01,1
1693.71,5,4,lakshmipur city,yes,30000.0,5
1435.72,4,4,raipur city,yes,21665.53,0
1239.94,3,3,lakshmipur city,yes,29853.58,0
1523.12,4,2,feni city,yes,30000.0,3
1153.19,3,2,lakshmipur city,no,26358.78,0
1260.57,3,3,lakshmipur city,yes,28528.38,0
1419.68,4,2,raipur city,yes,28841.52,4
1238.78,2,1,noakhali city,yes,22359.21,0
1198.32,3,3,lakshmipur city,yes,24214.83,2
1199.15,3,2,noakhali city,no,24589.4,0
906.61,2,2,lakshmipur city,no,21698.78,1
1226.96,3,3,raipur city,no,20777.23,3
1316.21,4,3,lakshmipur city,yes,30000.0,3
1290.89,4,1,feni city,no,26739.33,4
1179.88,2,2,feni city,no,15265.71,0
913.5,2,2,lakshmipur city,yes,18856.94,1
902.79,1,1,raipur city,no,12479.77,1
1320.92,3,1,raipur city,no,19675.58,0
1207.32,3,3,raipur city,yes,19463.57,0
745.08,1,1,feni city,yes,14674.53,1
1333.37,3,2,noakhali city,no,30000.0,3
1207.18,3,2,raipur city,,20335.5,0
1151.71,2,1,feni city,yes,19041.12,0
1304.64,2,2,lakshmipur city,yes,20585.59,0
1044.15,2,1,lakshmipur city,yes,23492.92,2
915.58,2,1,feni city,no,14026.8,2
939.89,2,1,noakhali city,yes,19703.6,2
910.0,2,2,noakhali city,yes,25251.29,2
1084.26,2,1,raipur city,yes,19189.49,2
942.0,2,1,feni city,yes,14339.74,2
797.98,1,1,noakhali city,yes,13136.45,0
1066.71,3,3,raipur city,no,22608.08,3
1033.99,2,2,lakshmipur city,yes,24230.37,1
1080.08,2,2,feni city,yes,19750.0,1
850.87,2,2,raipur city,no,12462.74,0
1345.15,3,1,noakhali city,no,23574.51,0
1205.09,2,1,raipur city,yes,19902.25,1
1254.3,3,1,noakhali city,no,30000.0,2
775.78,1,1,noakhali city,yes,12573.34,0
1014.33,3,2,feni city,yes,21967.41,0
1567.46,4,2,lakshmipur city,yes,30000.0,2
1352.21,4,4,raipur city,yes,27998.27,0
850.73,1,1,feni city,no,13246.14,1
1205.58,3,1,noakhali city,no,27199.63,1
1394.16,3,3,lakshmipur city,yes,28380.29,1
883.74,1,1,raipur city,no,12102.19,1
890.63,3,1,lakshmipur city,no,16049.37,0
950.11,3,3,raipur city,yes,22328.68,0
1489.24,4,3,lakshmipur city,no,30000.0,3
757.78,2,1,lakshmipur city,no,16005.66,1
1290.56,4,3,raipur city,no,30000.0,4
1373.29,4,4,noakhali city,yes,30000.0,3
592.1,1,1,feni city,yes,10602.94,0
1085.87,3,2,feni city,yes,19949.36,2
1241.74,3,2,raipur city,no,23571.96,2
1154.24,3,1,noakhali city,no,24403.23,2
1392.47,4,3,lakshmipur city,no,26659.56,2
1055.41,2,1,raipur city,yes,14519.88,2
1174.08,3,3,noakhali city,no,28654.93,0
1257.21,3,1,lakshmipur city,yes,26148.94,3
1401.78,4,4,raipur city,yes,23324.17,3
1348.77,3,3,noakhali city,yes,30000.0,2
1051.18,2,1,lakshmipur city,yes,17103.84,1
1257.53,2,2,noakhali city,no,18879.97,0
855.05,2,2,feni city,yes,18008.75,2
1082.98,2,2,noakhali city,yes,19525.06,1
1078.17,2,1,lakshmipur city,yes,18530.35,1
863.62,3,1,raipur city,yes,18392.92,1
1034.7,2,2,feni city,yes,22415.06,2
1366.64,4,2,noakhali city,no,27634.67,0
1224.44,3,2,raipur city,yes,21383.54,3
912.35,2,1,noakhali city,yes,16521.65,1
977.88,2,1,feni city,yes,14810.11,0
783.01,2,2,feni city,yes,16228.17,2
1200.09,3,2,noakhali city,yes,29981.69,3
1524.96,4,3,lakshmipur city,yes,30000.0,1
1340.24,4,1,feni city,yes,21103.42,2
1449.14,3,3,feni city,yes,30000.0,1
1814.37,5,3,lakshmipur city,no,30000.0,4
887.13,1,1,noakhali city,yes,17315.27,0
1449.97,3,3,lakshmipur city,no,28123.24,1
1585.33,4,1,feni city,yes,25024.71,4
1067.24,2,2,raipur city,yes,20222.31,1
1433.41,5,1,raipur city,yes,26829.91,5
1212.63,3,3,noakhali city,yes,25849.25,2
993.98,3,3,lakshmipur city,yes,27702.75,3
979.68,1,1,raipur city,yes,12028.5,0
1317.08,3,1,feni city,yes,23937.88,2
978.02,3,3,raipur city,yes,22244.91,2
1099.72,3,1,raipur city,yes,17474.45,2
1087.78,3,1,lakshmipur city,no,19283.82,0
1262.87,2,2,feni city,no,18271.79,1
1044.9,2,2,raipur city,yes,17260.1,1
1895.27,4,2,lakshmipur city,no,30000.0,1
1055.05,3,2,feni city,no,19465.08,3
1148.04,2,2,raipur city,yes,18422.75,0
1471.68,3,2,noakhali city,yes,29588.55,3
1332.25,4,2,lakshmipur city,yes,25869.57,3
1252.58,4,3,noakhali city,yes,30000.0,1
1351.32,3,3,noakhali city,yes,30000.0,1
907.66,1,1,noakhali city,yes,17399.81,0
1184.78,3,2,noakhali city,no,30000.0,3
1049.27,3,3,raipur city,yes,18670.17,0
954.37,1,1,lakshmipur city,yes,18011.95,0
1247.64,3,2,raipur city,no,16931.64,2
1345.14,4,1,feni city,no,20797.69,3
1088.63,3,1,lakshmipur city,yes,22979.22,0
766.68,1,1,lakshmipur city,yes,13744.94,1
819.18,1,1,noakhali city,yes,16534.76,0
1252.32,3,1,feni city,no,26442.15,3
1003.75,2,1,feni city,yes,19618.08,0
1182.95,2,2,noakhali city,yes,22390.12,1
1626.23,5,3,feni city,yes,30000.0,5
1263.28,3,1,noakhali city,yes,28147.84,3
1529.93,4,3,feni city,yes,30000.0,4
1443.65,4,1,lakshmipur city,yes,29848.81,2
1069.41,2,2,feni city,no,22380.87,1
1405.21,3,2,raipur city,no,25097.09,1
1275.9,4,3,lakshmipur city,yes,27351.51,1
1030.73,2,2,lakshmipur city,yes,21700.61,0
965.46,1,1,raipur city,yes,13114.99,0
1187.37,3,2,raipur city,yes,25101.95,3
920.56,2,2,feni city,no,16201.15,1
1117.97,3,3,noakhali city,no,27171.4,3
1050.23,2,1,noakhali city,no,18764.26,2
1159.6,2,2,lakshmipur city,yes,23254.3,0
1555.59,4,3,noakhali city,yes,30000.0,2
1129.23,2,2,raipur city,yes,17270.78,2
1132.55,3,1,lakshmipur city,yes,18453.31,0
1178.88,3,2,feni city,no,23483.17,0
1407.87,3,2,feni city,yes,20099.12,1
1342.71,4,1,raipur city,yes,20578.26,0
1045.77,2,2,raipur city,yes,14547.65,1
751.35,1,1,noakhali city,no,14862.08,1
1113.51,2,1,raipur city,yes,16201.57,2
1325.87,3,1,lakshmipur city,yes,22537.76,2
797.58,2,2,lakshmipur city,no,17621.82,2
1252.41,4,3,noakhali city,yes,30000.0,4
684.87,1,1,raipur city,yes,10501.09,0
945.89,2,1,lakshmipur city,yes,20415.97,1
770.59,2,1,feni city,no,13292.66,2
703.98,1,1,noakhali city,no,13809.17,1
721.81,1,1,noakhali city,yes,11940.68,0
1077.72,3,2,feni city,yes,27102.84,2
1364.38,3,3,raipur city,no,17606.34,0
919.89,2,1,feni city,yes,13588.77,1
1341.94,4,4,feni city,yes,30000.0,3
1757.99,5,4,raipur city,yes,30000.0,5
901.47,2,1,feni city,yes,15466.29,1
969.03,2,2,raipur city,yes,16210.57,1
524.17,1,1,noakhali city,yes,14379.39,1
1022.98,2,2,noakhali city,yes,23557.16,0
1171.5,4,1,lakshmipur city,yes,28643.56,0
780.65,1,1,feni city,yes,14585.58,1
932.56,3,3,lakshmipur city,yes,24205.29,1
1674.86,5,3,feni city,yes,30000.0,1
921.42,3,1,noakhali city,no,21889.02,3
826.48,1,1,raipur city,no,12603.71,1
1187.88,3,1,noakhali city,no,20064.81,0
1265.13,3,2,feni city,yes,18729.2,0
1237.57,4,2,raipur city,yes,30000.0,4
928.47,2,1,feni city,yes,16480.03,0
756.64,1,1,feni city,no,13386.18,1
1238.35,3,3,raipur city,yes,20491.79,3
1189.36,3,2,feni city,no,19670.75,2
1210.61,3,1,lakshmipur city,no,25077.51,1
1389.71,4,4,raipur city,yes,30000.0,2
1284.55,4,3,noakhali city,yes,30000.0,4
1585.15,5,2,raipur city,yes,27802.41,0
1284.95,3,3,noakhali city,yes,27056.62,2
1381.8,4,4,noakhali city,yes,30000.0,3
1162.89,2,1,raipur city,yes,14748.01,1
678.11,1,1,noakhali city,no,16079.2,1
960.3,2,2,lakshmipur city,yes,20014.46,1
1095.55,3,2,feni city,yes,21183.19,3
997.1,3,2,lakshmipur city,yes,18174.46,0
1696.03,4,2,raipur city,yes,30000.0,3
947.91,2,1,noakhali city,yes,17292.71,2
1055.88,2,2,feni city,yes,18673.28,2
1453.79,3,3,noakhali city,yes,30000.0,1
1065.83,3,3,noakhali city,no,30000.0,0
895.77,2,1,feni city,yes,15844.37,1
540.97,1,1,lakshmipur city,yes,10929.28,1
943.86,2,1,feni city,yes,14607.52,2
1001.07,2,2,feni city,yes,16189.33,0
1095.14,3,2,raipur city,no,17778.08,1
492.89,1,1,feni city,no,7948.3,0
968.87,2,2,lakshmipur city,yes,19061.91,2
1373.3,4,1,feni city,no,22772.65,0
1325.9,3,3,raipur city,yes,21279.26,0
1075.52,3,2,noakhali city,yes,29779.81,1
1051.11,3,2,lakshmipur city,yes,27559.78,1
1450.0,3,3,lakshmipur city,no,28409.17,0
1088.96,2,1,raipur city,yes,15594.43,0
1305.39,3,1,lakshmipur city,yes,24449.08,1
1219.98,1,1,lakshmipur city,yes,15106.19,0
1043.26,3,1,noakhali city,no,18412.71,1
1403.05,4,1,feni city,yes,30000.0,4
1016.01,2,2,feni city,yes,22143.55,2
951.25,2,2,raipur city,yes,18218.13,2
1279.77,3,2,feni city,no,21995.43,0
1103.5,3,1,feni city,no,18985.79,1
1112.82,3,3,feni city,yes,23422.46,2
1106.93,3,3,noakhali city,yes,23363.31,0
1510.95,4,4,raipur city,no,30000.0,3
1031.42,3,2,noakhali city,no,28324.09,1
1524.17,3,3,feni city,yes,22736.9,1
1510.3,4,4,feni city,yes,27511.24,0
1551.75,5,1,feni city,yes,25443.46,0
1241.54,2,2,noakhali city,yes,30000.0,2
992.07,2,1,lakshmipur city,no,14670.54,0
1265.46,3,3,raipur city,no,19024.53,3
808.71,2,2,noakhali city,no,18392.38,0
777.16,2,1,feni city,yes,15902.16,0
1188.87,4,4,lakshmipur city,yes,27507.53,2
1112.36,3,1,lakshmipur city,no,19640.67,1
1449.91,3,2,feni city,no,22706.63,1
1583.17,5,4,noakhali city,yes,30000.0,1
986.64,3,2,lakshmipur city,yes,18087.89,0
1762.46,5,2,noakhali city,yes,30000.0,2
1737.56,5,1,noakhali city,yes,30000.0,0
1007.66,2,1,noakhali city,yes,19034.6,1
1159.95,3,2,feni city,yes,25701.44,1
1222.69,3,2,feni city,yes,20778.06,0
1168.3,3,3,raipur city,yes,18645.35,2
1064.35,2,2,feni city,no,19413.46,2
949.44,3,1,raipur city,no,13824.97,1
676.48,1,1,raipur city,yes,9930.25,1
725.75,2,1,lakshmipur city,yes,17070.1,2
1596.52,4,1,raipur city,yes,22381.13,2
1748.33,5,4,noakhali city,yes,30000.0,1
1367.64,3,3,feni city,yes,29897.15,3
1471.24,3,1,lakshmipur city,no,23897.01,1
1179.68,2,1,raipur city,yes,16234.51,2
942.9,2,2,noakhali city,yes,24447.82,0
1384.13,3,3,raipur city,no,20424.43,1
1446.24,3,1,raipur city,no,17523.95,0
1062.92,3,1,raipur city,yes,17970.8,2
810.44,2,2,raipur city,yes,13965.19,1
1259.78,5,4,noakhali city,yes,30000.0,1
1463.5,3,1,feni city,no,28303.17,3
1424.61,3,2,noakhali city,yes,30000.0,2
1125.39,2,1,feni city,yes,21827.3,1
1163.57,3,3,lakshmipur city,no,23986.46,3
1210.29,3,1,raipur city,yes,17236.79,1
1261.36,2,1,noakhali city,yes,25810.29,2
1180.78,3,3,noakhali city,yes,30000.0,2
927.38,1,1,raipur city,no,11775.22,0
1490.54,5,1,feni city,yes,30000.0,3
1292.24,3,2,lakshmipur city,yes,24881.98,0
966.39,2,2,raipur city,yes,17687.39,2
1634.72,4,4,feni city,yes,30000.0,2
1236.35,4,3,noakhali city,yes,30000.0,3
899.58,1,1,raipur city,yes,13119.96,0
911.34,2,1,lakshmipur city,no,16669.37,1
952.15,3,1,raipur city,no,17523.14,0
915.54,2,2,raipur city,yes,16705.03,1
1035.61,2,2,feni city,no,16803.54,1
1365.87,3,2,lakshmipur city,no,26687.91,3
1454.75,4,4,noakhali city,no,30000.0,2
1051.96,3,1,noakhali city,yes,22286.15,2
1083.26,2,2,feni city,yes,19740.3,1
1411.42,4,1,feni city,yes,29824.35,3
1453.06,4,4,lakshmipur city,yes,30000.0,0
1042.26,2,2,lakshmipur city,yes,23866.89,0
909.12,1,1,feni city,no,12528.8,1
1211.35,2,2,feni city,no,15419.78,0
1245.74,3,1,lakshmipur city,yes,22342.88,0
1432.06,3,3,raipur city,no,22977.7,0
1598.18,3,3,feni city,no,28475.77,3
1099.0,3,3,lakshmipur city,yes,21277.56,1
1056.21,2,2,noakhali city,no,25867.61,2
807.51,1,1,lakshmipur city,yes,13031.73,0
1155.67,3,2,feni city,yes,28378.96,3
1578.43,4,1,feni city,no,25561.36,0
1504.69,4,4,lakshmipur city,yes,30000.0,3
1079.58,2,1,raipur city,no,17055.19,0
1077.89,2,2,lakshmipur city,yes,23586.98,1
902.02,1,1,lakshmipur city,no,11206.8,0
990.44,3,2,noakhali city,yes,20211.96,0
840.37,1,1,lakshmipur city,yes,13922.41,1
955.47,2,2,noakhali city,yes,19395.0,0
1349.6,3,3,lakshmipur city,no,22986.53,2
878.99,3,3,noakhali city,yes,29988.69,3
1031.55,2,2,lakshmipur city,no,19427.99,1
1375.73,4,2,lakshmipur city,no,24293.24,0
1100.73,3,3,noakhali city,yes,27414.35,3
1132.71,2,2,raipur city,no,19076.87,2
1110.43,3,2,feni city,yes,27307.89,2
999.93,2,2,feni city,yes,17769.41,2
975.1,1,1,noakhali city,yes,15714.96,0
1332.54,4,2,lakshmipur city,yes,23646.34,1
1034.19,2,2,feni city,no,16938.82,0
1118.01,2,2,noakhali city,yes,28049.37,2
1194.77,2,1,raipur city,yes,17501.99,1
763.01,1,1,raipur city,yes,11598.4,0
1256.33,3,1,lakshmipur city,yes,25603.43,3
1349.45,3,3,feni city,no,26854.82,2
1143.69,3,2,lakshmipur city,no,23976.8,2
989.08,2,1,raipur city,no,12870.7,1
1123.75,4,1,noakhali city,yes,30000.0,3
1034.21,2,2,feni city,no,16521.62,1
962.37,3,1,raipur city,no,14239.23,0
1248.31,2,1,lakshmipur city,yes,22655.71,2
1554.47,5,4,feni city,yes,30000.0,4
931.67,2,1,lakshmipur city,yes,21697.68,2
980.04,2,2,noakhali city,yes,20639.24,1
880.42,2,1,lakshmipur city,yes,15739.05,0
1028.29,3,2,feni city,yes,17312.71,0
1153.66,3,3,noakhali city,yes,27392.05,1
1504.62,4,1,noakhali city,yes,30000.0,3
1224.36,3,3,noakhali city,yes,30000.0,2
1634.49,4,2,noakhali city,yes,29866.38,1
687.52,2,2,noakhali city,yes,20571.34,0
1114.62,3,1,lakshmipur city,yes,25745.15,1
835.88,2,2,raipur city,yes,15566.86,0
1259.78,2,2,raipur city,no,16585.71,0
1056.01,3,2,raipur city,no,18281.51,1
658.83,1,1,noakhali city,yes,15910.56,0
1399.19,3,1,lakshmipur city,yes,25696.99,3
1449.72,3,1,lakshmipur city,yes,22936.92,0
1025.24,1,1,lakshmipur city,yes,20154.9,1
1435.96,3,3,lakshmipur city,no,30000.0,0
1119.17,3,1,raipur city,yes,21293.16,3
1653.03,4,4,feni city,yes,30000.0,1
1069.26,2,2,raipur city,yes,16414.77,0
1173.07,3,3,raipur city,yes,19720.91,3
1214.12,3,3,raipur city,yes,24871.7,1
1104.42,2,1,lakshmipur city,yes,23724.41,2
1214.61,2,1,noakhali city,yes,24400.87,2
776.91,2,1,feni city,yes,12500.55,0
1268.81,3,2,lakshmipur city,no,24500.1,0
1008.61,2,2,raipur city,no,18694.57,1
1326.94,3,3,noakhali city,yes,30000.0,2
914.61,3,1,feni city,no,14921.26,0
981.74,1,1,noakhali city,yes,19957.06,1
1503.08,3,3,noakhali city,yes,30000.0,0
906.63,2,1,raipur city,no,11630.36,1
958.13,2,2,feni city,yes,17668.29,0
